Week,Workout,Gym Exercise,Travel Exercise,# Sets
12,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
12,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
12,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
12,Extra Upper,Dumbbell or Barbell Shrugs,Backpack Shrugs,3
12,Extra Upper,Straight-Arm Pulldowns or Dumbbell Pullovers,Floor Pullovers or Towel Straight-Arm Pulls,3
12,Extra Upper,Lying Triceps Extensions (Skull Crushers),Close-Grip Push-Ups or Backpack Skull Crushers,3
12,Extra Upper,Hammer Curls,Backpack Hammer Curls,3
12,Extra Upper,Reverse Wrist Curls,Backpack Reverse Wrist Curls,3
12,Extra Upper,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
12,Bonus Core,Dead Bugs,Dead Bugs,3
12,Bonus Core,Side Plank,Side Plank,3
12,Bonus Core,Plank Hold,Plank Hold,3
12,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
13,Upper Body A,Side Plank,Side Plank,3
13,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
13,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
13,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
13,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
13,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
13,Lower Body A,Barbell Back Squats or Goblet Squats,Bodyweight Squats or Tempo Squats,3
13,Lower Body A,Romanian Deadlifts (RDLs),Bodyweight Single-Leg RDLs,3
13,Lower Body A,Walking Lunges,Bodyweight Walking or Reverse Lunges,3
13,Lower Body A,Leg Curl Machine or Swiss Ball Hamstring Curls,Hamstring Walkouts,3
13,Lower Body A,Standing Calf Raises,Single-Leg Bodyweight Calf Raises,3
13,Lower Body A,Plank Hold,Plank Hold,3
13,Upper Body B,Pallof Press,Side Plank or Towel ISO Press,3
13,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
13,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
13,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
13,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
13,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
13,Extra Upper,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
13,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
13,Extra Upper,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
13,Extra Upper,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
13,Extra Upper,Dead Bugs,Dead Bugs,3
13,Bonus Core,Dead Bugs,Dead Bugs,3
13,Bonus Core,Side Plank,Side Plank,3
13,Bonus Core,Plank Hold,Plank Hold,3
13,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
14,Upper Body A,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
14,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
14,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
14,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
14,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
14,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
14,Lower Body B,Trap Bar Deadlifts or Barbell Conventional Deadlifts,Single-Leg Good Mornings or Heavy Object Deadlifts,3
14,Lower Body B,Bulgarian Split Squats,Bodyweight Bulgarian Split Squats,3
14,Lower Body B,Barbell Hip Thrusts or Glute Bridges,Single-Leg Glute Bridges,3
14,Lower Body B,Leg Extension Machine or Goblet Step-Ups,Bodyweight Step-Ups or Sissy Squats,3
14,Lower Body B,Farmer's Carries,Loaded Water Jug / Backpack Carries,3
14,Lower Body B,Side Plank,Side Plank,3
14,Upper Body B,Plank Hold,Plank Hold,3
14,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
14,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
14,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
14,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
14,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
14,Extra Upper,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
14,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
14,Extra Upper,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
14,Extra Upper,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
14,Extra Upper,Pallof Press,Side Plank or Towel ISO Press,3
14,Bonus Core,Dead Bugs,Dead Bugs,3
14,Bonus Core,Side Plank,Side Plank,3
14,Bonus Core,Plank Hold,Plank Hold,3
14,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
15,Upper Body A,Dead Bugs,Dead Bugs,3
15,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
15,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
15,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
15,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
15,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
15,Lower Body A,Barbell Back Squats or Goblet Squats,Bodyweight Squats or Tempo Squats,3
15,Lower Body A,Romanian Deadlifts (RDLs),Bodyweight Single-Leg RDLs,3
15,Lower Body A,Walking Lunges,Bodyweight Walking or Reverse Lunges,3
15,Lower Body A,Leg Curl Machine or Swiss Ball Hamstring Curls,Hamstring Walkouts,3
15,Lower Body A,Standing Calf Raises,Single-Leg Bodyweight Calf Raises,3
15,Lower Body A,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
15,Upper Body B,Side Plank,Side Plank,3
15,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
15,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
15,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
15,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
15,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
15,Extra Upper,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
15,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
15,Extra Upper,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
15,Extra Upper,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
15,Extra Upper,Plank Hold,Plank Hold,3
15,Bonus Core,Dead Bugs,Dead Bugs,3
15,Bonus Core,Side Plank,Side Plank,3
15,Bonus Core,Plank Hold,Plank Hold,3
15,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
16,Upper Body A,Pallof Press,Side Plank or Towel ISO Press,3
16,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
16,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
16,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
16,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
16,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
16,Lower Body B,Trap Bar Deadlifts or Barbell Conventional Deadlifts,Single-Leg Good Mornings or Heavy Object Deadlifts,3
16,Lower Body B,Bulgarian Split Squats,Bodyweight Bulgarian Split Squats,3
16,Lower Body B,Barbell Hip Thrusts or Glute Bridges,Single-Leg Glute Bridges,3
16,Lower Body B,Leg Extension Machine or Goblet Step-Ups,Bodyweight Step-Ups or Sissy Squats,3
16,Lower Body B,Farmer's Carries,Loaded Water Jug / Backpack Carries,3
16,Lower Body B,Dead Bugs,Dead Bugs,3
16,Upper Body B,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
16,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
16,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
16,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
16,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
16,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
16,Extra Upper,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
16,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
16,Extra Upper,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
16,Extra Upper,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
16,Extra Upper,Side Plank,Side Plank,3
16,Bonus Core,Dead Bugs,Dead Bugs,3
16,Bonus Core,Side Plank,Side Plank,3
16,Bonus Core,Plank Hold,Plank Hold,3
16,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
17,Upper Body A,Plank Hold,Plank Hold,3
17,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
17,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
17,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
17,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
17,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
17,Lower Body A,Barbell Back Squats or Goblet Squats,Bodyweight Squats or Tempo Squats,3
17,Lower Body A,Romanian Deadlifts (RDLs),Bodyweight Single-Leg RDLs,3
17,Lower Body A,Walking Lunges,Bodyweight Walking or Reverse Lunges,3
17,Lower Body A,Leg Curl Machine or Swiss Ball Hamstring Curls,Hamstring Walkouts,3
17,Lower Body A,Standing Calf Raises,Single-Leg Bodyweight Calf Raises,3
17,Lower Body A,Pallof Press,Side Plank or Towel ISO Press,3
17,Upper Body B,Dead Bugs,Dead Bugs,3
17,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
17,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
17,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
17,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
17,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
17,Extra Upper,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
17,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
17,Extra Upper,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
17,Extra Upper,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
17,Extra Upper,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
17,Bonus Core,Dead Bugs,Dead Bugs,3
17,Bonus Core,Side Plank,Side Plank,3
17,Bonus Core,Plank Hold,Plank Hold,3
17,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
18,Upper Body A,Side Plank,Side Plank,3
18,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
18,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
18,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
18,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
18,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
18,Lower Body B,Trap Bar Deadlifts or Barbell Conventional Deadlifts,Single-Leg Good Mornings or Heavy Object Deadlifts,3
18,Lower Body B,Bulgarian Split Squats,Bodyweight Bulgarian Split Squats,3
18,Lower Body B,Barbell Hip Thrusts or Glute Bridges,Single-Leg Glute Bridges,3
18,Lower Body B,Leg Extension Machine or Goblet Step-Ups,Bodyweight Step-Ups or Sissy Squats,3
18,Lower Body B,Farmer's Carries,Loaded Water Jug / Backpack Carries,3
18,Lower Body B,Plank Hold,Plank Hold,3
18,Upper Body B,Pallof Press,Side Plank or Towel ISO Press,3
18,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
18,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
18,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
18,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
18,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
18,Extra Upper,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
18,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
18,Extra Upper,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
18,Extra Upper,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
18,Extra Upper,Dead Bugs,Dead Bugs,3
18,Bonus Core,Dead Bugs,Dead Bugs,3
18,Bonus Core,Side Plank,Side Plank,3
18,Bonus Core,Plank Hold,Plank Hold,3
18,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
19,Upper Body A,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
19,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
19,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
19,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
19,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
19,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
19,Lower Body A,Barbell Back Squats or Goblet Squats,Bodyweight Squats or Tempo Squats,3
19,Lower Body A,Romanian Deadlifts (RDLs),Bodyweight Single-Leg RDLs,3
19,Lower Body A,Walking Lunges,Bodyweight Walking or Reverse Lunges,3
19,Lower Body A,Leg Curl Machine or Swiss Ball Hamstring Curls,Hamstring Walkouts,3
19,Lower Body A,Standing Calf Raises,Single-Leg Bodyweight Calf Raises,3
19,Lower Body A,Side Plank,Side Plank,3
19,Upper Body B,Plank Hold,Plank Hold,3
19,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
19,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
19,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
19,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
19,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
19,Extra Upper,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
19,Extra Upper,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
19,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
19,Extra Upper,Hammer Curls,Backpack Hammer Curls,3
19,Extra Upper,Pallof Press,Side Plank or Towel ISO Press,3
19,Bonus Core,Dead Bugs,Dead Bugs,3
19,Bonus Core,Side Plank,Side Plank,3
19,Bonus Core,Plank Hold,Plank Hold,3
19,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
20,Upper Body A,Dead Bugs,Dead Bugs,3
20,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
20,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
20,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
20,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
20,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
20,Lower Body B,Trap Bar Deadlifts or Barbell Conventional Deadlifts,Single-Leg Good Mornings or Heavy Object Deadlifts,3
20,Lower Body B,Bulgarian Split Squats,Bodyweight Bulgarian Split Squats,3
20,Lower Body B,Barbell Hip Thrusts or Glute Bridges,Single-Leg Glute Bridges,3
20,Lower Body B,Leg Extension Machine or Goblet Step-Ups,Bodyweight Step-Ups or Sissy Squats,3
20,Lower Body B,Farmer's Carries,Loaded Water Jug / Backpack Carries,3
20,Lower Body B,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
20,Upper Body B,Side Plank,Side Plank,3
20,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
20,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
20,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
20,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
20,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
20,Extra Upper,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
20,Extra Upper,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
20,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
20,Extra Upper,Hammer Curls,Backpack Hammer Curls,3
20,Extra Upper,Plank Hold,Plank Hold,3
20,Bonus Core,Dead Bugs,Dead Bugs,3
20,Bonus Core,Side Plank,Side Plank,3
20,Bonus Core,Plank Hold,Plank Hold,3
20,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
21,Upper Body A,Pallof Press,Side Plank or Towel ISO Press,3
21,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
21,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
21,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
21,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
21,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
21,Lower Body A,Barbell Back Squats or Goblet Squats,Bodyweight Squats or Tempo Squats,3
21,Lower Body A,Romanian Deadlifts (RDLs),Bodyweight Single-Leg RDLs,3
21,Lower Body A,Walking Lunges,Bodyweight Walking or Reverse Lunges,3
21,Lower Body A,Leg Curl Machine or Swiss Ball Hamstring Curls,Hamstring Walkouts,3
21,Lower Body A,Standing Calf Raises,Single-Leg Bodyweight Calf Raises,3
21,Lower Body A,Dead Bugs,Dead Bugs,3
21,Upper Body B,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
21,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
21,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
21,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
21,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
21,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
21,Extra Upper,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
21,Extra Upper,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
21,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
21,Extra Upper,Hammer Curls,Backpack Hammer Curls,3
21,Extra Upper,Side Plank,Side Plank,3
21,Bonus Core,Dead Bugs,Dead Bugs,3
21,Bonus Core,Side Plank,Side Plank,3
21,Bonus Core,Plank Hold,Plank Hold,3
21,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
22,Upper Body A,Plank Hold,Plank Hold,3
22,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
22,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
22,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
22,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
22,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
22,Lower Body B,Trap Bar Deadlifts or Barbell Conventional Deadlifts,Single-Leg Good Mornings or Heavy Object Deadlifts,3
22,Lower Body B,Bulgarian Split Squats,Bodyweight Bulgarian Split Squats,3
22,Lower Body B,Barbell Hip Thrusts or Glute Bridges,Single-Leg Glute Bridges,3
22,Lower Body B,Leg Extension Machine or Goblet Step-Ups,Bodyweight Step-Ups or Sissy Squats,3
22,Lower Body B,Farmer's Carries,Loaded Water Jug / Backpack Carries,3
22,Lower Body B,Pallof Press,Side Plank or Towel ISO Press,3
22,Upper Body B,Dead Bugs,Dead Bugs,3
22,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
22,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
22,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
22,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
22,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
22,Extra Upper,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
22,Extra Upper,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
22,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
22,Extra Upper,Hammer Curls,Backpack Hammer Curls,3
22,Extra Upper,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
22,Bonus Core,Dead Bugs,Dead Bugs,3
22,Bonus Core,Side Plank,Side Plank,3
22,Bonus Core,Plank Hold,Plank Hold,3
22,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
23,Upper Body A,Side Plank,Side Plank,3
23,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
23,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
23,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
23,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
23,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
23,Lower Body A,Barbell Back Squats or Goblet Squats,Bodyweight Squats or Tempo Squats,3
23,Lower Body A,Romanian Deadlifts (RDLs),Bodyweight Single-Leg RDLs,3
23,Lower Body A,Walking Lunges,Bodyweight Walking or Reverse Lunges,3
23,Lower Body A,Leg Curl Machine or Swiss Ball Hamstring Curls,Hamstring Walkouts,3
23,Lower Body A,Standing Calf Raises,Single-Leg Bodyweight Calf Raises,3
23,Lower Body A,Plank Hold,Plank Hold,3
23,Upper Body B,Pallof Press,Side Plank or Towel ISO Press,3
23,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
23,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
23,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
23,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
23,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
23,Extra Upper,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
23,Extra Upper,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
23,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
23,Extra Upper,Hammer Curls,Backpack Hammer Curls,3
23,Extra Upper,Dead Bugs,Dead Bugs,3
23,Bonus Core,Dead Bugs,Dead Bugs,3
23,Bonus Core,Side Plank,Side Plank,3
23,Bonus Core,Plank Hold,Plank Hold,3
23,Bonus Core,Pallof Press,Side Plank or Towel ISO Press,3
24,Upper Body A,Hanging Knee Raises or Ab Wheel Rollouts,Floor Leg Raises or Bodyweight Wall Rollouts,3
24,Upper Body A,Barbell or Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
24,Upper Body A,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
24,Upper Body A,Overhead Dumbbell Shoulder Press,Pike Push-Ups,3
24,Upper Body A,Lat Pulldowns or Cable Rows,Doorframe Towel Rows or Sliding Floor Lat Pulls,3
24,Upper Body A,Triceps Cable Pushdowns or Overhead Extensions,Bench Dips or Bodyweight Triceps Extensions,3
24,Lower Body B,Trap Bar Deadlifts or Barbell Conventional Deadlifts,Single-Leg Good Mornings or Heavy Object Deadlifts,3
24,Lower Body B,Bulgarian Split Squats,Bodyweight Bulgarian Split Squats,3
24,Lower Body B,Barbell Hip Thrusts or Glute Bridges,Single-Leg Glute Bridges,3
24,Lower Body B,Leg Extension Machine or Goblet Step-Ups,Bodyweight Step-Ups or Sissy Squats,3
24,Lower Body B,Farmer's Carries,Loaded Water Jug / Backpack Carries,3
24,Lower Body B,Side Plank,Side Plank,3
24,Upper Body B,Plank Hold,Plank Hold,3
24,Upper Body B,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
24,Upper Body B,Barbell or Chest-Supported Rows,Towel Door Rows or Table Inverted Rows,3
24,Upper Body B,Dumbbell Lateral Raises,Wall Lateral ISO Raises or Backpack Raises,3
24,Upper Body B,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
24,Upper Body B,Dumbbell Biceps Curls,Doorframe ISO Curls or Loaded Backpack Curls,3
24,Extra Upper,Incline Dumbbell Bench Press,Push-Ups / Incline Push-Ups,3
24,Extra Upper,Single-Arm Dumbbell Rows,Towel Door Rows or Table Inverted Rows,3
24,Extra Upper,Face Pulls,Doorframe Rear Delt Flyes / Prone Y-T-W Raises,3
24,Extra Upper,Hammer Curls,Backpack Hammer Curls,3
24,Extra Upper,Pallof Press,Side Plank or Towel ISO Press,3
